,statistischer_Bezirk_Name,statistischer_Bezirk_Nr,Stichtag,Indikator,Einheit,Wert
658,Ziegenhain Ort,111,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,89
659,Ziegenhain Ort,111,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,60
660,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2025
661,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,977
662,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1048
663,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2014
664,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,11
665,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,281
666,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,549
667,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,384
668,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,487
669,Ziegenhainer Tal,112,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,324
670,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2434
671,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,1199
672,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1235
673,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2370
674,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,64
675,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,496
676,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,664
677,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,667
678,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,383
679,Zwätzen,120,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,224
680,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,7326
681,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,3340
682,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,3986
683,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,7179
684,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,147
685,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,823
686,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2250
687,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1525
688,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1679
689,Drackendorf / Lobeda-Ost,131,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1049
690,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,627
691,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,318
692,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,309
693,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,620
694,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,7
695,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,95
696,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,138
697,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,173
698,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,163
699,Drackendorf,132,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,58
700,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,191
701,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,91
702,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,100
703,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,190
704,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
705,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,42
706,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,48
707,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,45
708,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,40
709,Ilmnitz,133,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,16
710,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,369
711,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,181
712,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,188
713,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,368
714,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
715,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,57
716,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,67
717,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,98
718,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,82
719,Maua,141,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,65
720,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,137
721,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,72
722,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,65
723,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,137
724,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
725,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,26
726,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,30
727,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,33
728,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,31
729,Leutra,142,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,17
730,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,264
731,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,138
732,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,126
733,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,263
734,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
735,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,57
736,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,56
737,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,77
738,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,49
739,Münchenroda,151,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,25
740,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,52
741,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,29
742,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,23
743,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,52
744,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
745,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,6
746,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,13
747,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,10
748,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,15
749,Remderoda,152,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,8
750,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,134
751,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,68
752,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,66
753,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,133
754,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
755,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,20
756,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,40
757,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,23
758,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,32
759,Krippendorf,161,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,19
760,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,106
761,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,50
762,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,56
763,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,106
764,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
765,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,10
766,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,27
767,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,20
768,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,24
769,Vierzehnheiligen,162,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,25
770,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,857
771,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,438
772,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,419
773,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,846
774,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,11
775,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,145
776,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,167
777,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,246
778,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,187
779,Isserstedt,170,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,112
780,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1361
781,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,700
782,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,661
783,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1341
784,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,20
785,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,228
786,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,368
787,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,377
788,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,288
789,Cospeda,181,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,100
790,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,156
791,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,70
792,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,86
793,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,156
794,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
795,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,34
796,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,30
797,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,43
798,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,24
799,Lützeroda,182,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,25
800,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,136
801,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,68
802,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,68
803,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,136
804,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
805,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,21
806,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,21
807,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,43
808,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,31
809,Closewitz,183,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,20
810,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,719
811,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,390
812,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,329
813,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,717
814,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
815,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,156
816,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,157
817,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,205
818,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,130
819,Kunitz,191,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,71
820,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,53
821,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,31
822,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,22
823,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,53
824,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
825,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,5
826,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,15
827,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,10
828,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,16
829,Laasan,192,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,7
830,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,403
831,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,195
832,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,208
833,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,401
834,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
835,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,83
836,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,73
837,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,111
838,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,82
839,Jenaprießnitz,201,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,54
840,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,867
841,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,428
842,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,439
843,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,863
844,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,4
845,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,138
846,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,189
847,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,263
848,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,217
849,Wogau,202,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,60
850,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,113
851,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,93
852,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,20
853,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,27
854,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,86
855,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,4
856,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,82
857,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,22
858,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,5
859,außerhalb / sonstiges / nicht zugeordnet,999,2003-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,0
860,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,107500
861,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,51599
862,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,55901
863,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,104522
864,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,2978
865,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,14263
866,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,35572
867,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,21170
868,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,19729
869,Jena (gesamt),0,2003-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,16766
870,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,450
871,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,242
872,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,208
873,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,449
874,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
875,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,70
876,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,93
877,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,116
878,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,101
879,Ammerbach Ort,11,2003-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,70
880,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2430
881,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,1146
882,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,1284
883,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2396
884,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,34
885,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,325
886,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,622
887,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,548
888,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,444
889,Beutenberg / Winzerlaer Straße,12,2003-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,491
890,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,421
891,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,202
892,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,219
893,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,419
894,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
895,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,64
896,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,126
897,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,92
898,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,83
899,Burgau Ort,21,2003-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,56
900,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,898
901,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,453
902,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,445
903,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,895
904,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3
905,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,119
906,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,178
907,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,199
908,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,219
909,Ringwiese Flur Burgau,22,2003-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,183
910,Göschwitz,30,2003-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,615
911,Göschwitz,30,2003-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,314
912,Göschwitz,30,2003-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,301
913,Göschwitz,30,2003-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,609
914,Göschwitz,30,2003-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,6
915,Göschwitz,30,2003-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,96
916,Göschwitz,30,2003-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,140
