,statistischer_Bezirk_Name,statistischer_Bezirk_Nr,Stichtag,Indikator,Einheit,Wert
8100,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,155
8101,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,76
8102,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,79
8103,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,155
8104,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
8105,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,27
8106,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,25
8107,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,36
8108,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,31
8109,Lützeroda,182,2011-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,36
8110,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,148
8111,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,67
8112,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,81
8113,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,148
8114,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
8115,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,22
8116,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,21
8117,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,39
8118,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,40
8119,Closewitz,183,2011-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,26
8120,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,858
8121,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,455
8122,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,403
8123,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,852
8124,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,6
8125,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,191
8126,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,160
8127,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,234
8128,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,168
8129,Kunitz,191,2011-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,105
8130,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,54
8131,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,28
8132,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,26
8133,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,52
8134,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
8135,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,11
8136,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,5
8137,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,16
8138,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,13
8139,Laasan,192,2011-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,9
8140,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,412
8141,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,216
8142,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,196
8143,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,412
8144,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
8145,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,85
8146,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,53
8147,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,121
8148,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,71
8149,Jenaprießnitz,201,2011-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,82
8150,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,797
8151,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,399
8152,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,398
8153,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,791
8154,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,6
8155,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,111
8156,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,146
8157,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,172
8158,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,238
8159,Wogau,202,2011-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,130
8160,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,227
8161,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,180
8162,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,47
8163,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,138
8164,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,89
8165,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,0
8166,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,121
8167,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,85
8168,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,18
8169,außerhalb / sonstiges / nicht zugeordnet,999,2011-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,3
8170,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,112329
8171,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,54745
8172,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,57584
8173,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,107484
8174,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,4845
8175,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,14450
8176,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,37552
8177,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,19823
8178,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,18824
8179,Jena (gesamt),0,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,21680
8180,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,479
8181,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,241
8182,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,238
8183,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,478
8184,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
8185,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,71
8186,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,82
8187,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,110
8188,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,111
8189,Ammerbach Ort,11,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,105
8190,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2857
8191,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,1400
8192,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1457
8193,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2775
8194,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,82
8195,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,345
8196,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,681
8197,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,553
8198,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,584
8199,Beutenberg / Winzerlaer Straße,12,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,694
8200,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,446
8201,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,212
8202,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,234
8203,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,444
8204,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
8205,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,81
8206,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,106
8207,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,105
8208,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,89
8209,Burgau Ort,21,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,65
8210,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,765
8211,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,390
8212,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,375
8213,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,760
8214,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,5
8215,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,80
8216,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,113
8217,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,148
8218,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,195
8219,Ringwiese Flur Burgau,22,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,229
8220,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,600
8221,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,302
8222,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,298
8223,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,593
8224,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,7
8225,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,84
8226,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,124
8227,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,120
8228,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,154
8229,Göschwitz,30,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,118
8230,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,5178
8231,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,2602
8232,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,2576
8233,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,4887
8234,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,291
8235,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,467
8236,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2994
8237,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,819
8238,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,446
8239,Jena-Zentrum,41,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,452
8240,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,9742
8241,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,4823
8242,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,4919
8243,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,9378
8244,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,364
8245,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1470
8246,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,4066
8247,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1901
8248,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1214
8249,Jena-West,42,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1091
8250,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,10959
8251,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,5250
8252,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,5709
8253,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,10518
8254,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,441
8255,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1352
8256,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,4442
8257,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1876
8258,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1343
8259,Jena-Nord,43,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1946
8260,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,8814
8261,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,4331
8262,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,4483
8263,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,8450
8264,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,364
8265,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1250
8266,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,3763
8267,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1552
8268,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1029
8269,Jena-Süd,44,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1220
8270,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1250
8271,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,732
8272,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,518
8273,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,987
8274,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,263
8275,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,108
8276,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,675
8277,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,208
8278,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,151
8279,Lichtenhain Ort,51,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,108
8280,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1211
8281,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,623
8282,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,588
8283,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1168
8284,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,43
8285,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,142
8286,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,625
8287,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,185
8288,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,138
8289,Mühlenstraße,52,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,121
8290,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1621
8291,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,816
8292,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,805
8293,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1605
8294,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,16
8295,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,248
8296,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,333
8297,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,360
8298,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,318
8299,Lobeda-Altstadt,61,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,362
8300,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,10278
8301,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,4808
8302,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,5470
8303,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,9210
8304,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,1068
8305,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1237
8306,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,3875
8307,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1173
8308,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1505
8309,Lobeda-West,62,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,2488
8310,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,6303
8311,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,3011
8312,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,3292
8313,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,5969
8314,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,334
8315,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,707
8316,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2164
8317,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,860
8318,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1235
8319,Lobeda-Ost,63,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1337
8320,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,776
8321,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,389
8322,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,387
8323,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,763
8324,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,13
8325,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,133
8326,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,154
8327,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,157
8328,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,115
8329,Löbstedt Ort,71,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,217
8330,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,5552
8331,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,2573
8332,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,2979
8333,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,5460
8334,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,92
8335,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,610
8336,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,1135
8337,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,876
8338,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,795
8339,Nord II,72,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,2136
8340,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2686
8341,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung männlich,Pers.,1327
8342,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung weiblich,Pers.,1359
8343,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2608
8344,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung - Ausländer,Pers.,78
8345,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,447
8346,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,841
8347,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,547
8348,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,405
8349,Wenigenjena / Kernberge,81,2012-06-30,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,446
